# Time-averaged data for fix 2
# TimeStep c_v[1] c_v[2] c_v[3] c_v[4]
19225 0.062988 -0.0497602 -0.167684 -0.154456
19230 0.0971813 -0.0902303 -0.157646 -0.150695
19235 0.126716 -0.118858 -0.139016 -0.131157
19240 0.150948 -0.134768 -0.113786 -0.0976052
19245 0.169469 -0.137537 -0.084083 -0.0521507
19250 0.182181 -0.127314 -0.0521896 0.00267687
19255 0.188956 -0.105245 -0.0197128 0.0639981
19260 0.189368 -0.0736019 0.0122884 0.128054
19265 0.182487 -0.0356048 0.0425646 0.189447
19270 0.167174 0.00473193 0.0697437 0.241649
19275 0.142728 0.0432852 0.0927001 0.278713
19280 0.109397 0.0765838 0.110636 0.296617
19285 0.0687089 0.101784 0.123158 0.293651
19290 0.0231023 0.117192 0.130236 0.270531
19295 -0.0245 0.122255 0.132147 0.229902
19300 -0.0709968 0.117316 0.128992 0.175311
19305 -0.113433 0.103197 0.119927 0.109691
19310 -0.149094 0.0805796 0.103596 0.0350821
19315 -0.175365 0.0500991 0.0793819 -0.0458838
19320 -0.190139 0.0123302 0.0481252 -0.129684
19325 -0.19269 -0.0318111 0.0114464 -0.213055
19330 -0.18406 -0.0802841 -0.0281868 -0.292531
19335 -0.167105 -0.130405 -0.0673396 -0.36485
19340 -0.145479 -0.179089 -0.102042 -0.42661
19345 -0.122399 -0.223215 -0.128829 -0.474442
19350 -0.100135 -0.260236 -0.145015 -0.505387
19355 -0.0795349 -0.288379 -0.149291 -0.517206
19360 -0.060422 -0.30644 -0.14202 -0.508882
19365 -0.0420828 -0.313478 -0.124768 -0.480329
19370 -0.0237304 -0.30894 -0.100275 -0.432946
19375 -0.00459093 -0.292309 -0.0719512 -0.368851
19380 0.0157589 -0.263491 -0.0435197 -0.291252
19385 0.0371106 -0.223554 -0.0184089 -0.204853
19390 0.0587826 -0.1746 0.000856715 -0.11496
19395 0.0801421 -0.119706 0.0127798 -0.0267838
19400 0.100204 -0.0629174 0.016771 0.0540573
19405 0.117303 -0.00839725 0.0132307 0.122136
19410 0.129614 0.0402432 0.00351241 0.173369
19415 0.135386 0.0798776 -0.0105942 0.20467
19420 0.133296 0.107915 -0.0267809 0.21443
19425 0.122677 0.12325 -0.0425906 0.203337
19430 0.104024 0.126162 -0.0555255 0.17466
19435 0.0793489 0.117129 -0.0633876 0.133091
19440 0.0516483 0.0966468 -0.0648914 0.0834038
19445 0.0241005 0.065907 -0.0604211 0.0295864
19450 -0.000405102 0.0275282 -0.0514702 -0.0243471
19455 -0.0202624 -0.0148096 -0.0399024 -0.0749744
19460 -0.035468 -0.0572214 -0.027602 -0.120291
19465 -0.0474072 -0.0960942 -0.0160722 -0.159574
19470 -0.0581319 -0.128762 -0.00661974 -0.193513
19475 -0.0692623 -0.153651 -9.49672e-05 -0.223008
19480 -0.0814634 -0.170349 0.00301575 -0.248797
19485 -0.0941789 -0.179308 0.00258191 -0.270905
19490 -0.105559 -0.181277 -0.000670706 -0.287507
19495 -0.113281 -0.176394 -0.00543854 -0.295113
19500 -0.115005 -0.16443 -0.00999947 -0.289434
19505 -0.108757 -0.145433 -0.0128027 -0.266992
19510 -0.0929267 -0.119721 -0.0128299 -0.225477
19515 -0.0666993 -0.0886548 -0.00996421 -0.165318
19520 -0.0303636 -0.0542424 -0.00458313 -0.0891891
19525 0.0141524 -0.0183542 0.00275249 -0.00144925
19530 0.0633131 0.0173649 0.0113056 0.0919836
19535 0.112477 0.0518169 0.0199209 0.184215
19540 0.156347 0.0846764 0.0272637 0.268287
19545 0.189651 0.11554 0.0323601 0.337551
19550 0.208246 0.143621 0.0347219 0.386589
19555 0.209757 0.167688 0.0345357 0.41198
19560 0.193587 0.186618 0.0324821 0.412687
19565 0.161227 0.19971 0.0291288 0.390066
19570 0.115626 0.206362 0.0248905 0.346879
19575 0.0607673 0.206007 0.0199682 0.286742
19580 0.0012395 0.198016 0.0143856 0.213641
19585 -0.0580966 0.182086 0.00842689 0.132417
19590 -0.112896 0.15882 0.00249866 0.0484234
19595 -0.159785 0.13001 -0.00339884 -0.0331739
19600 -0.196341 0.0983917 -0.010045 -0.107995
19605 -0.220679 0.0667268 -0.0185082 -0.17246
19610 -0.23148 0.0373491 -0.029504 -0.223635
19615 -0.228531 0.0117158 -0.0432743 -0.260089
19620 -0.21297 -0.00956638 -0.059234 -0.28177
19625 -0.186868 -0.0262219 -0.0758506 -0.28894
19630 -0.152712 -0.0382932 -0.0909294 -0.281935
19635 -0.113409 -0.0456466 -0.101797 -0.260853
19640 -0.0721518 -0.0481004 -0.105832 -0.226085
19645 -0.0315193 -0.0459509 -0.101494 -0.178964
19650 0.007303 -0.0399008 -0.0890378 -0.121636
19655 0.0441388 -0.0309027 -0.0700456 -0.0568095
19660 0.0790269 -0.0201301 -0.0466485 0.0122482
19665 0.111329 -0.00915926 -0.0206418 0.0815282
19670 0.139788 0.000668247 0.00662618 0.147083
19675 0.16316 0.00846465 0.0342442 0.205869
19680 0.180749 0.0137795 0.0614234 0.255952
19685 0.192319 0.0169015 0.0869768 0.296198
19690 0.198099 0.0183121 0.109622 0.326033
19695 0.198996 0.0191655 0.128049 0.346211
19700 0.195822 0.0209581 0.140979 0.35776
19705 0.189022 0.0253972 0.147815 0.362235
19710 0.178875 0.0335851 0.148458 0.360919
19715 0.165388 0.0454749 0.142819 0.353682
19720 0.148364 0.0599945 0.130799 0.339157
19725 0.127731 0.0757487 0.112799 0.316279
19730 0.103559 0.0915356 0.0898046 0.284899
19735 0.0759639 0.106427 0.0633393 0.24573
19740 0.045292 0.119719 0.0353343 0.200346
19745 0.0124255 0.130435 0.00803469 0.150895
19750 -0.0210103 0.137355 -0.0164291 0.0999151
19755 -0.052877 0.138984 -0.0360919 0.050015
19760 -0.0814036 0.133967 -0.0496265 0.00293649
19765 -0.105358 0.12104 -0.0567355 -0.0410541
19770 -0.123689 0.0995072 -0.0577939 -0.0819761
19775 -0.135385 0.0699483 -0.0536581 -0.119095
19780 -0.140008 0.0339401 -0.0453948 -0.151463
19785 -0.138259 -0.00650492 -0.0338827 -0.178647
19790 -0.131828 -0.0489466 -0.0195642 -0.200338
19795 -0.122682 -0.090668 -0.00262907 -0.21598
19800 -0.113253 -0.129252 0.0165357 -0.225969
19805 -0.105742 -0.163143 0.0370507 -0.231835
19810 -0.101037 -0.191565 0.0580857 -0.234516
19815 -0.098451 -0.21416 0.0786423 -0.233969
19820 -0.0961471 -0.23042 0.0973952 -0.229172
19825 -0.0922079 -0.239421 0.112875 -0.218753
19830 -0.0853328 -0.240069 0.123555 -0.201847
19835 -0.0748565 -0.231384 0.128594 -0.177646
19840 -0.0603645 -0.212756 0.127862 -0.145259
19845 -0.0417151 -0.184196 0.12173 -0.104182
19850 -0.0191792 -0.147004 0.110332 -0.0558512
19855 0.00656262 -0.103589 0.0937484 -0.00327815
19860 0.0344 -0.0568486 0.0722467 0.0497981
19865 0.0626015 -0.00924547 0.0466859 0.100042
19870 0.0889138 0.0369619 0.0186675 0.144543
19875 0.111059 0.0797993 -0.00953005 0.181328
19880 0.12708 0.117579 -0.0356406 0.209019
19885 0.135843 0.1488 -0.0581783 0.226465
19890 0.137346 0.172383 -0.0765362 0.233193
19895 0.132305 0.18832 -0.0906703 0.229955
19900 0.121799 0.197656 -0.100862 0.218593
19905 0.1072 0.202166 -0.107434 0.201932
19910 0.0903141 0.203709 -0.110307 0.183716
19915 0.0732916 0.20323 -0.108883 0.167639
19920 0.0587213 0.20073 -0.10279 0.156661
19925 0.0489951 0.195594 -0.0924986 0.152091
19930 0.0454577 0.186844 -0.0791293 0.153172
19935 0.0480899 0.173532 -0.0645782 0.157044
19940 0.0558563 0.15499 -0.0515245 0.159322
19945 0.0671092 0.131077 -0.0427274 0.155459
19950 0.0803 0.102318 -0.0399825 0.142636
19955 0.0940025 0.0692669 -0.0435448 0.119725
19960 0.106832 0.0327249 -0.0518874 0.0876693
19965 0.117725 -0.00614701 -0.0620869 0.0494906
19970 0.126488 -0.0463028 -0.0707034 0.00948185
19975 0.133237 -0.0863557 -0.0750657 -0.0281841
19980 0.138222 -0.124357 -0.073821 -0.0599555
19985 0.141565 -0.158339 -0.0667825 -0.0835568
19990 0.142949 -0.186676 -0.054235 -0.0979627
19995 0.141789 -0.20819 -0.0362159 -0.102617
20000 0.137516 -0.222096 -0.0126106 -0.0971904
20005 0.130024 -0.228284 0.0165553 -0.0817049
20010 0.11943 -0.227928 0.0507612 -0.0577375
20015 0.106344 -0.222433 0.0887516 -0.0273372
20020 0.091427 -0.212759 0.128742 0.00741019
20025 0.0746105 -0.199733 0.16843 0.0433074
20030 0.0547286 -0.184249 0.205413 0.0758921
20035 0.0305758 -0.16734 0.23754 0.100776
20040 0.00130393 -0.150419 0.263107 0.113992
20045 -0.0330812 -0.134693 0.280377 0.112603
20050 -0.0714741 -0.120806 0.287109 0.0948289
20055 -0.112352 -0.108747 0.280827 0.0597279
20060 -0.153819 -0.0975785 0.259539 0.00814166
20065 -0.193698 -0.0856459 0.222566 -0.0567787
20070 -0.229876 -0.0708674 0.171263 -0.129481
20075 -0.260892 -0.0514468 0.108861 -0.203478
20080 -0.285672 -0.0262178 0.0398644 -0.272026
20085 -0.30318 0.00531118 -0.0308875 -0.328757
20090 -0.313364 0.0426752 -0.0987534 -0.369442
20095 -0.317244 0.0842818 -0.159737 -0.3927
20100 -0.316249 0.127919 -0.210003 -0.398333
20105 -0.311663 0.171052 -0.245859 -0.38647
20110 -0.303989 0.211244 -0.264408 -0.357154
20115 -0.293162 0.246537 -0.263985 -0.31061
20120 -0.279085 0.275229 -0.244123 -0.247979
20125 -0.261457 0.295749 -0.205683 -0.171391
20130 -0.240033 0.306323 -0.150883 -0.0845933
20135 -0.214909 0.304762 -0.0833634 0.00648948
20140 -0.186228 0.289756 -0.00827891 0.0952493
20145 -0.154177 0.26178 0.06779 0.175393
20150 -0.118841 0.223091 0.137488 0.241737
20155 -0.0802493 0.176829 0.194165 0.290744
20160 -0.0387173 0.126018 0.232996 0.320296
20165 0.00534442 0.0731416 0.251662 0.330147
20170 0.0509873 0.0197132 0.250638 0.321339
20175 0.0963883 -0.033203 0.232506 0.295691
20180 0.139184 -0.0841941 0.20116 0.25615
20185 0.17729 -0.131598 0.16095 0.206642
20190 0.208714 -0.173268 0.116257 0.151703
20195 0.231452 -0.206463 0.0711186 0.0961078
20200 0.243695 -0.228589 0.0288694 0.043976
20205 0.24394 -0.238072 -0.00771808 -0.00185003
20210 0.231476 -0.234222 -0.0364527 -0.0391992
20215 0.206956 -0.217436 -0.0562626 -0.0667421
20220 0.17263 -0.188983 -0.0674846 -0.083838
20225 0.131404 -0.150494 -0.0717425 -0.0908322
20230 0.086354 -0.103888 -0.0716301 -0.0891642
20235 0.0401406 -0.0511723 -0.0702667 -0.0812985
20240 -0.0052998 0.00579707 -0.0704078 -0.0699105
20245 -0.0487214 0.0650005 -0.0739462 -0.0576671
20250 -0.0891676 0.123313 -0.0815338 -0.0473881
20255 -0.125935 0.176854 -0.0928622 -0.0419431
20260 -0.157965 0.221849 -0.10665 -0.0427655
20265 -0.183842 0.255375 -0.121172 -0.0496395
20270 -0.202467 0.276067 -0.134583 -0.0609828
20275 -0.213283 0.283894 -0.145424 -0.0748134
20280 -0.21624 0.27931 -0.152973 -0.0899026
20285 -0.211733 0.262864 -0.156851 -0.105719
20290 -0.200291 0.235058 -0.156792 -0.122025
20295 -0.181955 0.196421 -0.1532 -0.138734
20300 -0.156459 0.14772 -0.147172 -0.155912
20305 -0.123853 0.0907792 -0.14027 -0.173345
20310 -0.0847046 0.0283377 -0.134102 -0.190469
20315 -0.0400892 -0.0367315 -0.129895 -0.206716
20320 0.00842042 -0.101468 -0.128192 -0.22124
20325 0.0586241 -0.163209 -0.12858 -0.233164
20330 0.107919 -0.220079 -0.130603 -0.242764
20335 0.153613 -0.270494 -0.133959 -0.25084
20340 0.193315 -0.313048 -0.138494 -0.258226
20345 0.225731 -0.346394 -0.14391 -0.264572
20350 0.250513 -0.369383 -0.149683 -0.268553
20355 0.267705 -0.38112 -0.155007 -0.268423
20360 0.27741 -0.380802 -0.158182 -0.261573
20365 0.279586 -0.368312 -0.156982 -0.245708
20370 0.274054 -0.344406 -0.149538 -0.21989
20375 0.261172 -0.31034 -0.134905 -0.184073
20380 0.241872 -0.267767 -0.113083 -0.138978
20385 0.217153 -0.218188 -0.0851294 -0.0861646
20390 0.187921 -0.163451 -0.0527702 -0.0283008
20395 0.154738 -0.105938 -0.0174126 0.0313867
20400 0.117675 -0.0485399 0.0196048 0.0887396
20405 0.0766269 0.00529786 0.0569755 0.1389
20410 0.031922 0.0520459 0.0934496 0.177418
20415 -0.0153991 0.0893206 0.127568 0.20149
20420 -0.0634772 0.116284 0.158036 0.210843
20425 -0.109561 0.133298 0.183683 0.207419
20430 -0.150395 0.141469 0.203421 0.194495
20435 -0.182859 0.142553 0.216308 0.176001
20440 -0.204809 0.138229 0.221841 0.155261
20445 -0.215265 0.130244 0.219536 0.134515
20450 -0.214104 0.120216 0.209008 0.11512
20455 -0.20223 0.109441 0.190967 0.0981781
20460 -0.181601 0.0988688 0.167052 0.0843199
20465 -0.154672 0.0893226 0.139229 0.0738801
20470 -0.123883 0.0813803 0.110082 0.0675793
20475 -0.0918227 0.0749594 0.0820819 0.0652186
20480 -0.0607731 0.0695216 0.0570489 0.0657974
20485 -0.0326888 0.0647143 0.0358822 0.0679077
20490 -0.00906363 0.0610697 0.0190881 0.0710942
20495 0.00894164 0.0598172 0.00708292 0.0758418
20500 0.0208942 0.0625116 -7.1609e-05 0.0833342
20505 0.0268216 0.0701948 -0.00262704 0.0943893
20510 0.0273434 0.0834124 -0.00133094 0.109425
20515 0.023954 0.101769 0.00198209 0.127705
20520 0.0188127 0.123782 0.00472416 0.147319
20525 0.0141871 0.147139 0.00444204 0.165768
20530 0.011797 0.169244 -0.000659349 0.180381
20535 0.0119937 0.187509 -0.0112025 0.1883
20540 0.014211 0.199741 -0.0263491 0.187603
20545 0.0177689 0.204187 -0.0441191 0.177836
20550 0.0222934 0.199317 -0.0617343 0.159876
20555 0.0279122 0.183857 -0.0768188 0.13495
20560 0.034943 0.156901 -0.0881689 0.103675
20565 0.0433722 0.118709 -0.0956546 0.0664267
20570 0.052427 0.0711859 -0.0997606 0.0238524
20575 0.0605027 0.0178997 -0.101516 -0.0231132
20580 0.0661674 -0.0369533 -0.102211 -0.0729969
20585 0.0688351 -0.0890933 -0.102866 -0.123124
20590 0.0688585 -0.134563 -0.104049 -0.169753
20595 0.067382 -0.170437 -0.105937 -0.208992
20600 0.0651747 -0.194556 -0.107996 -0.237378
20605 0.0621961 -0.205648 -0.108569 -0.252021
20610 0.0581893 -0.203504 -0.105207 -0.250521
20615 0.0531994 -0.188819 -0.0953892 -0.231009
20620 0.047996 -0.16309 -0.0769042 -0.191998
20625 0.0436936 -0.128803 -0.0480011 -0.13311
20630 0.0412044 -0.089527 -0.00836527 -0.0566879
20635 0.0407968 -0.0494203 0.0403877 0.0317642
20640 0.0423445 -0.0124352 0.095186 0.125095
20645 0.045411 0.0180244 0.151845 0.215281
20650 0.0495147 0.0392832 0.205677 0.294475
20655 0.0545483 0.0495885 0.252084 0.356221
20660 0.0611743 0.0479897 0.287124 0.396288
20665 0.0700126 0.0345245 0.307736 0.412273
20670 0.0813351 0.0101243 0.312069 0.403529
20675 0.0946679 -0.0233659 0.299588 0.37089
20680 0.108326 -0.0631703 0.270906 0.316061
20685 0.119668 -0.105914 0.22811 0.241864
20690 0.125764 -0.147561 0.17445 0.152652
20695 0.124074 -0.183799 0.114045 0.0543197
20700 0.112932 -0.210438 0.0516197 -0.0458868
20705 0.0915625 -0.223617 -0.00802377 -0.140079
20710 0.0602049 -0.220366 -0.0607249 -0.220886
20715 0.0202971 -0.199585 -0.103787 -0.283075
20720 -0.0256459 -0.162552 -0.135691 -0.32389
20725 -0.0741823 -0.112136 -0.155801 -0.342119
20730 -0.121456 -0.0518662 -0.164316 -0.337639
20735 -0.163768 0.0144914 -0.162256 -0.311533
20740 -0.198099 0.0835962 -0.151546 -0.266049
20745 -0.222488 0.152098 -0.135123 -0.205513
20750 -0.236265 0.215991 -0.116151 -0.136425
20755 -0.239938 0.271113 -0.0971907 -0.066015
20760 -0.234904 0.313845 -0.0802405 -0.00130028
20765 -0.223047 0.341196 -0.066627 0.0515211
20770 -0.206068 0.351106 -0.0567987 0.0882391
20775 -0.18495 0.342924 -0.0506216 0.107352
20780 -0.160326 0.317184 -0.0477287 0.109129
20785 -0.13268 0.275374 -0.0472945 0.0953997
20790 -0.102506 0.220269 -0.0478843 0.0698788
20795 -0.0707923 0.156058 -0.047804 0.0374619
20800 -0.0392658 0.0878376 -0.0456741 0.00289775
20805 -0.0105844 0.0212214 -0.0406157 -0.0299788
20810 0.0128554 -0.038483 -0.0323739 -0.0580015
20815 0.0299805 -0.0867379 -0.0212962 -0.0780537
20820 0.0409119 -0.119788 -0.00804161 -0.0869173
20825 0.0466183 -0.134875 0.00632188 -0.0819353
20830 0.0492461 -0.131215 0.020621 -0.0613478
20835 0.0510057 -0.110054 0.0336119 -0.0254368
20840 0.0532907 -0.0750018 0.0444361 0.022725
20845 0.0564964 -0.0312243 0.0527773 0.0780494
20850 0.0607622 0.0153146 0.0585596 0.134636
20855 0.0662797 0.0584228 0.0618641 0.186567
20860 0.0736065 0.0928671 0.0629695 0.229443
20865 0.0834932 0.11523 0.0625911 0.261315
20870 0.0960325 0.124378 0.061673 0.282083
20875 0.110358 0.120896 0.0608419 0.292096
20880 0.125031 0.10628 0.0605137 0.291825
20885 0.138342 0.081883 0.0607074 0.280933
20890 0.148331 0.0487464 0.0610411 0.258118
20895 0.153436 0.00790476 0.0604826 0.221824
20900 0.152631 -0.0392136 0.0574188 0.170836
20905 0.145113 -0.0905216 0.050519 0.10511
20910 0.130389 -0.14323 0.0392141 0.0263736
20915 0.108319 -0.193207 0.0234919 -0.0613952
20920 0.0794213 -0.235899 0.00385613 -0.152622
20925 0.0452868 -0.26751 -0.0184597 -0.240683
20930 0.00852573 -0.285672 -0.0411257 -0.318272
20935 -0.0279263 -0.289548 -0.0616104 -0.379085
20940 -0.0612495 -0.279924 -0.0776129 -0.418786
20945 -0.0893212 -0.259011 -0.0872577 -0.43559
20950 -0.111376 -0.229532 -0.0895149 -0.430422
20955 -0.127551 -0.19407 -0.0844603 -0.406081
20960 -0.138067 -0.154785 -0.0730271 -0.365879
20965 -0.142601 -0.113162 -0.0566189 -0.312383
20970 -0.140496 -0.0705846 -0.0370886 -0.24817
20975 -0.131135 -0.0287841 -0.0167171 -0.176636
20980 -0.114616 0.0102515 0.00232882 -0.102036
20985 -0.0921347 0.0447862 0.0183594 -0.0289891
20990 -0.0658327 0.0739159 0.0303476 0.0384307
20995 -0.0381134 0.0978159 0.0383882 0.0980907
21000 -0.0114893 0.117356 0.0434342 0.149301
21005 0.0119239 0.133307 0.0468844 0.192116
21010 0.0307697 0.146088 0.0497162 0.226574
21015 0.0441711 0.155707 0.0519519 0.25183
21020 0.0517351 0.161905 0.0523959 0.266036
21025 0.0535178 0.164127 0.0492774 0.266922
21030 0.0504256 0.161773 0.0414374 0.253636
21035 0.0441708 0.154517 0.0288384 0.227527
21040 0.0368806 0.14234 0.0123594 0.19158
21045 0.0302056 0.125851 -0.00611458 0.149942
21050 0.025086 0.106285 -0.0239838 0.107387
21055 0.0220176 0.0851294 -0.038874 0.068273
21060 0.0206817 0.0639094 -0.0492957 0.0352954
21065 0.0195749 0.0439612 -0.0548406 0.0086956
21070 0.016427 0.0258972 -0.0561338 -0.0138096
21075 0.00908948 0.00918761 -0.0539141 -0.035637
21080 -0.00411162 -0.00721137 -0.0484401 -0.0597631
21085 -0.0236069 -0.0241384 -0.0395633 -0.0873086
21090 -0.0480644 -0.0423562 -0.0269233 -0.117344
21095 -0.0746421 -0.0621481 -0.010138 -0.146928
21100 -0.0997441 -0.0829591 0.0109102 -0.171793
21105 -0.11994 -0.103698 0.0359173 -0.187721
21110 -0.132755 -0.123367 0.0643237 -0.191799
21115 -0.137211 -0.141036 0.0951674 -0.183079
21120 -0.133422 -0.156176 0.127025 -0.162573
21125 -0.122081 -0.168783 0.157382 -0.133482
21130 -0.104586 -0.17882 0.182999 -0.100407
21135 -0.0831014 -0.185921 0.200363 -0.0686585
21140 -0.0598505 -0.18925 0.206818 -0.0422827
21145 -0.0368043 -0.187359 0.201029 -0.0231345
21150 -0.0154644 -0.178686 0.182914 -0.0112362
21155 0.00331602 -0.162256 0.153907 -0.00503259
21160 0.019434 -0.138119 0.116241 -0.00244452
21165 0.0331966 -0.107017 0.0723484 -0.00147205
21170 0.0446485 -0.069941 0.0244208 -0.000871692
21175 0.0534017 -0.0278737 -0.0251629 0.000365108
21180 0.058954 0.017965 -0.0735612 0.00335777
21185 0.0614081 0.0657761 -0.117508 0.00967643
21190 0.0616251 0.113418 -0.153668 0.021375
21195 0.0607749 0.158817 -0.17914 0.0404519
21200 0.0600185 0.199697 -0.192059 0.0676571
21205 0.0602497 0.233571 -0.192005 0.101815
21210 0.0620976 0.258799 -0.17945 0.141446
21215 0.0661769 0.274658 -0.155361 0.185474
21220 0.0730216 0.2809 -0.121567 0.232355
21225 0.0830134 0.27751 -0.0810727 0.279451
21230 0.0965432 0.265015 -0.0376654 0.323893
21235 0.113886 0.244107 0.00483946 0.362833
21240 0.134327 0.215552 0.0428027 0.392682
21245 0.155706 0.179977 0.0733308 0.409014
21250 0.175038 0.137837 0.094702 0.407577
21255 0.189366 0.0902771 0.106193 0.385836
21260 0.196228 0.0393064 0.10776 0.343294
21265 0.193738 -0.0129038 0.0997597 0.280594
21270 0.181271 -0.0641679 0.08293 0.200033
21275 0.159453 -0.112207 0.0584158 0.105661
21280 0.129789 -0.154743 0.0282223 0.00326828
21285 0.094337 -0.18969 -0.00530981 -0.100663
21290 0.0550656 -0.215583 -0.0395989 -0.200117
21295 0.013868 -0.231689 -0.0714914 -0.289312
21300 -0.0278412 -0.238136 -0.0974551 -0.363433
21305 -0.0689172 -0.235792 -0.114642 -0.419351
21310 -0.108099 -0.225441 -0.121419 -0.454959
21315 -0.143947 -0.207505 -0.117248 -0.468699
21320 -0.175373 -0.181933 -0.102661 -0.459967
21325 -0.201375 -0.14902 -0.0792846 -0.429679
21330 -0.221661 -0.109647 -0.0497425 -0.381051
21335 -0.236325 -0.0652578 -0.0171096 -0.318692
21340 -0.245014 -0.0180875 0.0154669 -0.247635
21345 -0.247413 0.0298097 0.0449322 -0.172671
21350 -0.243396 0.077069 0.0683925 -0.0979348
21355 -0.232943 0.122325 0.0836257 -0.026993
21360 -0.216422 0.16421 0.0889903 0.0367785
21365 -0.194942 0.201837 0.0835558 0.0904511
21370 -0.170481 0.234373 0.0673128 0.131204
21375 -0.144966 0.260316 0.0410638 0.156413
21380 -0.119901 0.278005 0.00654531 0.16465
21385 -0.0966278 0.286094 -0.0332803 0.156186
21390 -0.076142 0.283939 -0.0746614 0.133136
21395 -0.0580047 0.271255 -0.113679 0.0995708
21400 -0.0406868 0.248103 -0.147097 0.0603194
21405 -0.0222851 0.215054 -0.172646 0.0201233
21410 -0.0014486 0.173174 -0.1888 -0.0170746
21415 0.0219038 0.124358 -0.194471 -0.0482092
21420 0.0467298 0.0706003 -0.189372 -0.0720414
21425 0.0711506 0.0135267 -0.173511 -0.0888333
21430 0.0927799 -0.0452644 -0.146978 -0.0994626
21435 0.109611 -0.104468 -0.110035 -0.104892
21440 0.120733 -0.162878 -0.0636429 -0.105788
21445 0.126261 -0.218849 -0.00979651 -0.102384
21450 0.126711 -0.270252 0.0476908 -0.0958504
21455 0.122258 -0.31467 0.103945 -0.0884674
21460 0.113276 -0.349602 0.153906 -0.0824194
21465 0.100905 -0.372939 0.193214 -0.0788198
21470 0.086717 -0.383143 0.219279 -0.0771473
21475 0.0723795 -0.379278 0.231532 -0.0753667
21480 0.0595277 -0.360615 0.230947 -0.0701402
21485 0.0495272 -0.326952 0.219357 -0.0580677
21490 0.0427361 -0.279117 0.199078 -0.0373025
21495 0.0388848 -0.218397 0.172445 -0.00706715
21500 0.0372484 -0.146538 0.141863 0.032574
21505 0.0376667 -0.0663478 0.109671 0.0809899
21510 0.0406006 0.0183656 0.0778162 0.136782
21515 0.0466343 0.102846 0.0477229 0.197203
21520 0.0561912 0.181501 0.0202302 0.257922
21525 0.0691349 0.248525 -0.00452941 0.31313
21530 0.084701 0.299062 -0.0267475 0.357016
21535 0.10167 0.330344 -0.0464342 0.38558
